learner_id,course_id,week,sessions_available,sessions_attended,attendance_rate,login_count,active_minutes,content_views,assignment_submissions,assessment_attempts,average_score,score_trend,help_requests,forum_questions,mentor_contacts,feedback_score,feedback_sentiment,support_needed,attendance_rate_missing,login_count_missing,active_minutes_missing,content_views_missing,assignment_submissions_missing,assessment_attempts_missing,average_score_missing,score_trend_missing,help_requests_missing,forum_questions_missing,mentor_contacts_missing,feedback_score_missing,feedback_sentiment_missing,missing_feature_count
LNR-0370,AI-301,5,4,4,1.0,6,184.5,28.0,2,1,95.9,-0.1,0.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0371,CS-101,1,3,3,1.0,5,186.9,32.0,2,1,68.3,-3.0,1.0,4.0,0.0,4.5,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0371,CS-101,2,2,2,1.0,6,188.2,34.0,2,3,64.8,-3.5,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0371,CS-101,3,4,4,1.0,16,219.5,40.0,2,1,68.6,3.8,0.0,1.0,0.0,4.5,0.69,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0371,CS-101,4,2,2,1.0,13,232.7,30.0,1,1,72.5,3.9,2.0,1.0,0.0,4.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0371,CS-101,5,4,4,1.0,13,200.3,40.0,2,2,74.3,1.8,0.0,1.0,1.0,4.5,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0372,CS-101,1,2,2,1.0,10,152.9,29.0,1,1,65.0,-4.4,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0372,CS-101,2,2,2,1.0,5,188.3,28.0,1,1,68.8,3.8,1.0,1.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0372,CS-101,3,3,1,0.3333,1,41.6,3.0,0,0,42.1,-26.7,0.0,0.0,0.0,1.0,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0372,CS-101,4,2,0,0.0,4,5.0,2.0,0,0,43.6,1.5,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0372,CS-101,5,4,1,0.25,1,27.6,3.0,0,0,47.1,3.5,0.0,0.0,0.0,1.0,-0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0373,DATA-201,1,4,1,0.25,5,117.8,17.0,1,0,78.0,1.7,0.0,1.0,0.0,2.5,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0373,DATA-201,2,3,1,0.3333,1,115.3,11.0,1,1,73.2,-4.8,0.0,0.0,0.0,3.0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0373,DATA-201,3,3,0,0.0,4,33.3,11.0,0,2,55.7,-17.5,0.0,1.0,0.0,2.0,-0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0373,DATA-201,4,3,0,0.0,4,105.9,8.0,0,2,47.9,-7.8,0.0,0.0,0.0,2.0,-0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0373,DATA-201,5,2,0,0.0,2,168.3,26.0,0,1,41.4,-6.5,0.0,0.0,0.0,2.5,-0.25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0374,AI-301,1,2,0,0.0,5,142.0,12.0,1,2,69.9,-0.3,0.0,0.0,0.0,2.0,-0.31,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0374,AI-301,2,3,1,0.3333,6,76.2,7.0,0,1,40.3,-7.0,0.0,1.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5
LNR-0374,AI-301,3,3,1,0.3333,3,29.1,11.0,1,0,45.7,5.4,0.0,0.0,0.0,2.5,-0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0374,AI-301,4,3,0,0.0,3,35.3,10.0,0,0,23.9,-21.8,0.0,0.0,0.0,2.0,-0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0374,AI-301,5,3,0,0.0,0,10.0,5.0,0,0,12.9,-11.0,0.0,0.0,0.0,2.0,-0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0375,AI-301,1,2,1,0.5,3,169.8,15.0,1,1,68.1,6.6,0.0,0.0,0.0,2.5,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0375,AI-301,2,3,1,0.3333,3,120.3,5.0,1,0,45.2,-22.9,0.0,0.0,0.0,2.5,-0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0375,AI-301,3,2,1,0.5,4,108.4,6.0,0,2,55.0,9.8,0.0,0.0,0.0,3.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0375,AI-301,4,3,1,0.3333,2,27.0,3.0,0,0,27.7,-27.3,1.0,0.0,0.0,2.0,-0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0375,AI-301,5,3,0,0.0,1,34.2,3.0,0,0,26.2,-1.5,0.0,1.0,0.0,2.0,-0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0376,WEB-102,1,3,1,0.3333,8,159.8,14.0,1,2,68.6,-10.7,1.0,0.0,1.0,2.0,-0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0376,WEB-102,2,4,1,0.25,8,90.8,14.0,1,1,61.9,-6.7,0.0,1.0,0.0,2.5,-0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0376,WEB-102,3,3,0,0.0,5,40.0,11.0,0,0,47.9,-14.0,0.0,0.0,0.0,2.5,-0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0376,WEB-102,4,3,1,0.3333,3,19.8,8.0,0,0,50.6,2.7,0.0,1.0,0.0,2.0,-0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0376,WEB-102,5,3,0,0.0,2,42.8,7.0,0,0,54.8,4.2,0.0,0.0,0.0,2.0,-0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0377,CS-101,1,4,4,1.0,15,275.5,32.0,2,2,96.8,7.9,0.0,2.0,0.0,4.5,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0377,CS-101,2,3,3,1.0,9,188.7,28.0,2,1,97.4,0.6,0.0,1.0,0.0,4.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0377,CS-101,3,4,4,1.0,11,249.2,31.0,1,1,96.9,-0.5,1.0,2.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0377,CS-101,4,2,2,1.0,10,210.7,30.0,2,1,99.6,2.7,1.0,1.0,1.0,5.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0377,CS-101,5,2,2,1.0,12,197.1,26.0,2,2,100.0,0.4,1.0,0.0,0.0,4.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0378,AI-301,1,3,3,1.0,11,192.2,38.0,1,1,54.2,-1.2,1.0,2.0,0.0,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0378,AI-301,2,2,2,1.0,14,196.3,43.0,1,1,68.8,14.6,0.0,1.0,0.0,4.0,0.68,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4
LNR-0378,AI-301,3,4,4,1.0,11,126.8,35.0,2,2,61.0,-7.8,0.0,2.0,0.0,5.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0378,AI-301,4,3,3,1.0,11,235.7,31.0,2,1,51.1,-9.9,2.0,2.0,2.0,5.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0378,AI-301,5,3,3,1.0,10,227.1,29.0,1,1,73.1,22.0,1.0,0.0,0.0,5.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0379,DATA-201,1,3,2,0.6667,8,113.6,26.0,1,1,54.1,-10.7,1.0,0.0,0.0,3.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0379,DATA-201,2,3,2,0.6667,8,126.2,16.0,1,1,66.9,12.8,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0379,DATA-201,3,3,2,0.6667,8,107.4,30.0,1,1,73.2,6.3,2.0,2.0,0.0,4.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0379,DATA-201,4,3,2,0.6667,7,117.2,24.0,2,1,69.9,-0.3,0.0,1.0,0.0,4.0,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0379,DATA-201,5,4,3,0.75,5,126.7,23.0,1,1,58.5,-15.5,0.0,1.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0380,CS-101,1,3,2,0.6667,4,163.3,25.0,2,2,75.3,-7.7,0.0,0.0,0.0,4.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0380,CS-101,2,3,2,0.6667,5,146.7,21.0,0,1,69.9,-0.3,1.0,1.0,0.0,3.5,0.31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0380,CS-101,3,4,3,0.75,8,132.5,21.0,0,2,76.9,-17.1,1.0,0.0,2.0,4.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0380,CS-101,4,3,2,0.6667,8,126.6,22.0,1,1,80.7,3.8,0.0,1.0,0.0,4.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0380,CS-101,5,3,2,0.6667,4,113.4,16.0,1,1,87.5,6.8,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0381,DATA-201,1,4,1,0.25,6,168.3,26.0,1,1,60.0,-17.6,0.0,1.0,0.0,4.0,0.44,0,0,0,1,1,0,0,0,0,1,1,1,1,1,7
LNR-0381,DATA-201,2,2,1,0.5,4,120.2,9.0,1,1,83.1,23.1,0.0,1.0,0.0,2.0,-0.55,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0381,DATA-201,3,3,1,0.3333,2,113.5,10.0,0,1,59.1,-24.0,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0381,DATA-201,4,3,0,0.0,2,39.3,15.0,0,2,61.2,2.1,1.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0381,DATA-201,5,3,0,0.0,1,61.8,4.0,0,1,46.9,-14.3,0.0,0.0,0.0,2.5,-0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0382,CS-101,1,4,3,0.75,7,120.7,17.0,1,1,81.4,-7.9,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0382,CS-101,2,3,2,0.6667,7,166.5,23.0,1,2,94.3,12.9,0.0,0.0,0.0,4.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0382,CS-101,3,2,2,1.0,7,221.6,18.0,2,1,100.0,5.7,0.0,1.0,0.0,3.5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0382,CS-101,4,3,2,0.6667,5,153.4,14.0,1,1,87.7,-12.3,0.0,0.0,0.0,3.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0382,CS-101,5,3,2,0.6667,8,170.3,24.0,1,1,90.7,3.0,0.0,1.0,1.0,4.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0383,CS-101,1,2,0,0.0,4,121.6,14.0,1,2,69.9,-0.3,0.0,1.0,0.0,4.0,0.44,1,0,0,0,0,0,0,1,1,0,0,0,1,1,4
LNR-0383,CS-101,2,2,1,0.5,5,88.9,13.0,1,1,35.9,-36.4,0.0,0.0,0.0,2.5,-0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0383,CS-101,3,2,0,0.0,4,78.2,11.0,0,1,47.6,11.7,0.0,0.0,0.0,2.0,-0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0383,CS-101,4,3,1,0.3333,2,93.8,8.0,0,1,40.9,-6.7,1.0,0.0,0.0,2.0,-0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0383,CS-101,5,3,0,0.0,2,87.1,3.0,0,1,69.9,-0.3,0.0,0.0,0.0,2.0,-0.11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0384,CS-101,1,3,2,0.6667,7,120.0,14.0,1,0,90.4,-7.6,1.0,2.0,1.0,1.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0384,CS-101,2,2,0,0.0,6,83.4,19.0,1,5,89.6,-0.8,1.0,0.0,0.0,2.5,-0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0384,CS-101,3,2,1,0.5,1,87.7,10.0,0,1,69.9,-0.3,0.0,0.0,0.0,2.0,-0.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0384,CS-101,4,3,1,0.3333,1,61.9,4.0,0,2,84.5,-5.1,0.0,0.0,0.0,2.0,-0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0384,CS-101,5,3,0,0.0,0,10.0,3.0,0,0,71.7,-12.8,0.0,0.0,0.0,2.0,-0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0385,WEB-102,1,3,2,0.6667,6,209.2,31.0,1,1,94.2,6.7,1.0,1.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0385,WEB-102,2,4,3,0.75,10,185.5,27.0,1,1,84.8,-9.4,1.0,1.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0385,WEB-102,3,3,0,0.0,1,28.0,3.0,0,0,69.9,-0.3,0.0,0.0,0.0,1.0,-0.74,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0385,WEB-102,4,4,0,0.0,2,38.3,2.0,0,1,57.1,-8.0,0.0,0.0,0.0,1.0,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0385,WEB-102,5,3,1,0.3333,0,168.3,26.0,0,0,64.8,7.7,0.0,0.0,0.0,4.0,0.44,1,0,0,1,1,0,0,0,0,0,0,0,1,1,4
LNR-0386,DATA-201,1,3,1,0.3333,4,161.5,24.0,1,1,96.0,7.1,0.0,1.0,0.0,2.5,0.07,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0386,DATA-201,2,2,1,1.0,7,58.9,11.0,1,0,77.8,-18.2,1.0,1.0,0.0,4.0,0.44,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3
LNR-0386,DATA-201,3,3,1,0.3333,3,105.2,9.0,1,0,69.9,-7.9,0.0,0.0,0.0,1.5,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0386,DATA-201,4,4,1,0.25,0,68.0,7.0,0,0,57.3,-12.6,2.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0386,DATA-201,5,3,0,0.0,1,34.0,5.0,0,0,71.3,14.0,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0387,WEB-102,1,3,3,1.0,6,168.3,26.0,1,1,49.0,3.2,2.0,2.0,0.0,4.5,0.65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0387,WEB-102,2,3,3,1.0,11,163.8,31.0,2,1,57.9,8.9,0.0,1.0,0.0,5.0,0.78,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0387,WEB-102,3,3,3,1.0,9,184.9,46.0,2,1,41.1,-16.8,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0387,WEB-102,4,3,3,1.0,11,212.7,32.0,2,1,47.0,5.9,2.0,1.0,0.0,4.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0387,WEB-102,5,3,3,1.0,7,201.8,28.0,2,2,43.3,-3.7,0.0,0.0,3.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0388,WEB-102,1,3,1,0.3333,5,168.3,26.0,1,2,50.8,2.5,1.0,1.0,0.0,4.0,0.44,1,0,0,1,1,0,0,0,0,0,0,0,1,1,4
LNR-0388,WEB-102,2,2,1,0.5,6,99.6,12.0,1,0,69.9,-0.3,0.0,0.0,0.0,1.5,-0.17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0388,WEB-102,3,3,1,0.3333,2,100.5,10.0,0,0,36.8,8.2,1.0,0.0,0.0,1.5,-0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0388,WEB-102,4,2,0,0.0,2,85.5,12.0,0,0,30.1,-6.7,0.0,0.0,0.0,2.0,-0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0388,WEB-102,5,4,0,0.0,1,10.0,2.0,0,0,42.1,12.0,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0389,WEB-102,1,3,3,1.0,18,231.2,41.0,2,1,64.1,-2.5,1.0,1.0,0.0,5.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0389,WEB-102,2,2,2,1.0,9,226.2,38.0,2,2,74.3,10.2,0.0,4.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0389,WEB-102,3,3,3,1.0,15,251.0,30.0,2,1,70.7,-3.6,0.0,0.0,0.0,5.0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0389,WEB-102,4,4,4,1.0,6,276.2,39.0,2,3,67.2,-3.5,3.0,5.0,2.0,5.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0389,WEB-102,5,2,2,1.0,10,200.0,39.0,2,1,67.4,0.2,0.0,3.0,0.0,4.5,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0390,DATA-201,1,3,2,0.6667,5,157.2,18.0,1,1,63.5,-0.3,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0390,DATA-201,2,2,2,1.0,12,168.3,26.0,1,1,60.2,-3.3,1.0,1.0,0.0,4.0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0390,DATA-201,3,3,1,0.3333,1,5.0,3.0,0,1,38.4,-21.8,0.0,1.0,0.0,1.0,-0.29,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0390,DATA-201,4,2,0,0.0,3,9.7,0.0,0,1,56.0,17.6,0.0,0.0,0.0,2.0,-0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0390,DATA-201,5,3,1,0.3333,3,5.0,2.0,0,0,54.6,-1.4,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0391,CS-101,1,2,2,1.0,5,168.3,26.0,1,1,65.5,13.1,0.0,1.0,0.0,3.0,0.31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0391,CS-101,2,3,2,0.6667,9,149.3,12.0,1,1,57.3,-8.2,0.0,1.0,0.0,4.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0391,CS-101,3,3,2,0.6667,7,157.6,26.0,1,2,45.0,-12.3,0.0,1.0,1.0,3.5,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0391,CS-101,4,3,2,0.6667,4,114.1,20.0,1,1,45.0,0.0,0.0,0.0,0.0,4.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0391,CS-101,5,3,2,0.6667,6,216.8,19.0,1,1,55.8,10.8,1.0,0.0,0.0,3.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0392,AI-301,1,4,1,1.0,4,174.4,16.0,1,2,86.3,14.1,0.0,1.0,0.0,2.5,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LNR-0392,AI-301,2,3,1,0.3333,7,68.4,14.0,0,4,63.6,-22.7,0.0,1.0,0.0,1.5,-0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0392,AI-301,3,3,1,0.3333,8,116.5,9.0,0,1,69.9,-0.3,0.0,1.0,0.0,2.5,-0.19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5
LNR-0392,AI-301,4,2,0,0.0,5,60.1,4.0,1,1,61.7,1.1,0.0,0.0,0.0,2.0,-0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0392,AI-301,5,3,0,0.0,1,10.0,4.0,0,0,46.7,-15.0,1.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0393,AI-301,1,2,1,0.5,9,171.3,14.0,2,2,70.2,1.0,1.0,1.0,0.0,3.5,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0393,AI-301,2,3,2,1.0,12,148.8,20.0,0,1,75.7,5.5,0.0,1.0,0.0,4.0,0.44,0,1,0,0,0,0,0,0,0,1,1,1,1,1,6
LNR-0393,AI-301,3,3,2,0.6667,8,135.6,28.0,1,1,65.7,-10.0,0.0,0.0,0.0,3.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0393,AI-301,4,3,2,0.6667,8,145.1,23.0,1,1,58.5,-7.2,0.0,0.0,0.0,4.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0393,AI-301,5,3,2,0.6667,9,122.5,15.0,1,1,68.6,10.1,1.0,3.0,0.0,4.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0394,CS-101,1,3,3,1.0,12,223.8,43.0,2,2,69.2,4.1,0.0,1.0,0.0,4.5,0.72,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0394,CS-101,2,2,2,1.0,13,230.0,32.0,2,1,65.2,-4.0,0.0,1.0,0.0,5.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0394,CS-101,3,3,3,1.0,4,170.4,36.0,2,1,65.0,-0.2,0.0,1.0,0.0,4.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0394,CS-101,4,3,3,1.0,10,217.3,30.0,2,1,72.5,7.5,2.0,0.0,0.0,4.5,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0394,CS-101,5,2,2,1.0,11,182.7,30.0,1,1,71.0,-1.5,4.0,0.0,0.0,4.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0395,AI-301,1,3,2,0.6667,11,114.5,21.0,2,2,81.9,-2.9,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0395,AI-301,2,3,2,0.6667,4,167.9,37.0,0,2,78.0,-3.9,1.0,2.0,1.0,3.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0395,AI-301,3,4,3,0.75,10,189.1,25.0,1,2,82.7,4.7,0.0,1.0,0.0,4.0,0.36,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0395,AI-301,4,4,3,0.75,5,172.2,18.0,1,1,96.4,13.7,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0395,AI-301,5,4,3,0.75,8,127.5,19.0,1,1,89.4,-7.0,1.0,1.0,0.0,3.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0396,DATA-201,1,4,3,0.75,10,192.9,38.0,2,2,78.1,7.6,0.0,0.0,0.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0396,DATA-201,2,3,3,1.0,9,252.0,43.0,1,2,71.7,-6.4,1.0,0.0,1.0,4.0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0396,DATA-201,3,2,2,1.0,9,229.9,25.0,2,2,80.7,9.0,0.0,1.0,0.0,4.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0396,DATA-201,4,3,3,1.0,10,206.2,23.0,2,2,62.5,-18.2,1.0,0.0,1.0,5.0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0396,DATA-201,5,4,4,1.0,12,266.2,27.0,2,2,69.9,-0.3,0.0,2.0,0.0,5.0,0.77,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0397,WEB-102,1,4,4,1.0,13,184.0,27.0,2,1,78.2,6.3,2.0,1.0,0.0,4.0,0.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LNR-0397,WEB-102,2,4,4,1.0,8,229.4,28.0,2,2,60.8,-17.4,1.0,0.0,0.0,4.0,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LNR-0397,WEB-102,3,2,2,1.0,16,175.4,31.0,2,2,81.8,21.0,2.0,2.0,0.0,4.0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0397,WEB-102,4,3,3,1.0,5,234.9,36.0,2,1,77.4,-4.4,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0397,WEB-102,5,2,2,1.0,7,289.0,30.0,2,3,68.5,-8.9,0.0,0.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0398,WEB-102,1,3,2,0.6667,5,117.8,17.0,1,2,69.9,-0.3,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4
LNR-0398,WEB-102,2,4,1,0.25,0,82.4,11.0,1,2,69.9,-0.3,0.0,1.0,0.0,1.5,-0.45,1,0,0,0,0,0,0,1,1,1,1,1,0,0,5
LNR-0398,WEB-102,3,3,0,0.0,3,98.3,10.0,1,0,47.6,4.2,0.0,1.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0398,WEB-102,4,3,1,0.3333,2,82.7,7.0,0,0,25.0,-22.6,1.0,0.0,0.0,1.5,-0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0398,WEB-102,5,4,0,0.0,4,34.8,8.0,0,1,42.3,17.3,1.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0399,CS-101,1,4,3,0.75,6,168.3,26.0,1,1,80.4,-3.7,0.0,1.0,0.0,4.0,0.44,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4
LNR-0399,CS-101,2,3,2,0.6667,6,110.3,12.0,1,1,86.3,5.9,2.0,0.0,0.0,3.5,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
